,Time,Command,Righthip,Lefthip,Pitch
328,4916,-7.921201350968403,171.21428571428572,-181.26984126984127,
329,4930,-8.432235034067844,171.21428571428572,-181.48148148148147,-2.1875
330,4945,-8.972425076856059,171.21428571428572,-181.48148148148147,
331,4959,-9.469327028584535,171.0,-181.48148148148147,-2.1875
332,4975,-10.028102563583946,171.0,-181.26984126984127,-2.1875
333,4991,-10.576610197797313,171.21428571428572,-181.26984126984127,
334,5005,-11.047689710134176,171.42857142857142,-181.26984126984127,
335,5018,-11.47737348259933,171.21428571428572,-181.48148148148147,-2.1875
336,5035,-12.027517103801117,171.21428571428572,-181.26984126984127,
337,5048,-12.438867678794718,171.42857142857142,-181.26984126984127,
338,5062,-12.872449502671595,171.21428571428572,-181.26984126984127,
339,5075,-13.26603245101996,171.21428571428572,-181.26984126984127,
340,5088,-13.650648066608257,171.21428571428572,-181.05820105820106,
341,5101,-14.026036363926693,171.42857142857142,-181.26984126984127,
342,5115,-14.419690462284114,171.21428571428572,-181.26984126984127,
343,5128,-14.775110891068607,171.21428571428572,-181.26984126984127,-2.1875
344,5145,-15.224785368417603,171.42857142857142,-181.05820105820106,
345,5158,-15.556806665849878,171.42857142857142,-181.26984126984127,-2.1875
346,5175,-15.975087488020009,171.21428571428572,-181.26984126984127,
347,5188,-16.282514735969237,171.42857142857142,-181.05820105820106,-2.1875
348,5207,-16.71197732932887,171.42857142857142,-181.05820105820106,-2.1875
349,5223,-17.054939185083327,171.42857142857142,-181.05820105820106,
350,5237,-17.340717447712237,171.42857142857142,-181.26984126984127,
351,5250,-17.5939151994334,171.21428571428572,-181.26984126984127,-2.1875
352,5266,-17.889199578778182,171.42857142857142,-181.05820105820106,
353,5279,-18.115644140986902,171.64285714285714,-181.05820105820106,-2.1875
354,5296,-18.39326440625429,171.21428571428572,-181.26984126984127,
355,5309,-18.591232978438416,171.21428571428572,-181.05820105820106,-2.1875
356,5326,-18.83113334420981,171.42857142857142,-181.05820105820106,
357,5339,-18.9999134532899,171.42857142857142,-181.05820105820106,
358,5352,-19.155850344401287,171.21428571428572,-181.26984126984127,
359,5366,-19.309298544102404,171.42857142857142,-181.05820105820106,
360,5379,-19.438234295786533,171.64285714285714,-181.05820105820106,-2.1875
361,5396,-19.5870043521133,171.21428571428572,-181.26984126984127,
362,5410,-19.692527767754253,171.42857142857142,-181.05820105820106,-2.1875
363,5426,-19.794218095882975,171.64285714285714,-181.05820105820106,
364,5440,-19.866574458155473,171.42857142857142,-181.26984126984127,
365,5453,-19.919818103562893,171.42857142857142,-181.05820105820106,
366,5467,-19.9620980484791,171.64285714285714,-180.84656084656086,
367,5480,-19.98734603522499,171.42857142857142,-181.05820105820106,-2.1875
368,5497,-19.999975216191768,171.42857142857142,-181.05820105820106,
369,5510,-19.994034142339146,171.42857142857142,-181.05820105820106,-2.1875
370,5527,-19.965874070507553,171.42857142857142,-181.05820105820106,-2.1875
371,5545,-19.910904077700945,171.64285714285714,-181.05820105820106,
372,5558,-19.85515165832333,171.42857142857142,-181.05820105820106,-2.1875
