Time,Command,Reading
0.8190,1733.00,9648
0.8230,1733.00,9664
0.8270,1733.00,9648
0.8310,1733.00,9680
0.8350,1733.00,9664
0.8390,1733.00,9664
0.8420,1733.00,9648
0.8460,1733.00,9616
0.8500,1733.00,9664
0.8540,1733.00,9648
0.8580,1733.00,9664
0.8620,1733.00,9680
0.8650,1733.00,9648
0.8690,1733.00,9648
0.8730,1733.00,9648
0.8770,1733.00,9664
0.8810,1733.00,9680
0.8840,1733.00,9680
0.8880,1733.00,9648
0.8920,1733.00,9648
0.8960,1733.00,9648
0.9000,1733.00,9648
0.9040,1733.00,9664
0.9070,1733.00,9680
0.9110,1733.00,9680
0.9150,1733.00,9648
0.9190,1733.00,9632
0.9230,1733.00,9680
0.9270,1733.00,9664
0.9300,1733.00,9680
0.9340,1733.00,9664
0.9380,1733.00,9648
0.9420,1733.00,9648
0.9460,1733.00,9648
0.9500,1733.00,9664
0.9530,1733.00,9680
0.9570,1733.00,9664
0.9610,1733.00,9648
0.9650,1733.00,9648
0.9690,1733.00,9648
0.9730,1733.00,9648
0.9760,1733.00,9680
0.9800,1733.00,9680
0.9840,1733.00,9664
0.9880,1733.00,9664
0.9920,1733.00,9648
0.9960,1733.00,9680
0.9990,1733.00,9696
1.0030,1733.00,9680
1.0070,1733.00,9664
1.0110,1733.00,9632
1.0150,1733.00,9648
1.0190,1733.00,9648
1.0220,1733.00,9664
1.0260,1733.00,9680
1.0300,1733.00,9664
1.0340,1733.00,9648
1.0380,1733.00,9616
1.0420,1733.00,9648
1.0450,1733.00,9664
1.0490,1733.00,9680
1.0530,1733.00,9664
1.0570,1733.00,9648
1.0610,1733.00,9664
1.0650,1733.00,9648
1.0680,1733.00,9680
1.0720,1733.00,9664
1.0760,1733.00,9664
1.0800,1733.00,9648
1.0840,1733.00,9632
1.0880,1733.00,9680
1.0910,1733.00,9680
1.0950,1733.00,9664
1.0990,1733.00,9648
1.1030,1733.00,9648
1.1070,1733.00,9648
1.1110,1733.00,9664
1.1140,1733.00,9680
1.1180,1733.00,9680
1.1220,1733.00,9664
1.1260,1733.00,9648
1.1300,1733.00,9632
1.1340,1733.00,9664
1.1370,1733.00,9680
1.1410,1733.00,9680
1.1450,1733.00,9648
1.1490,1733.00,9648
1.1530,1733.00,9648
1.1570,1733.00,9648
1.1600,1733.00,9680
1.1640,1733.00,9680
1.1680,1733.00,9680
1.1720,1733.00,9680
1.1760,1733.00,9648
1.1790,1733.00,9664
1.1830,1733.00,9680
1.1870,1733.00,9680
1.1910,1733.00,9664
1.1950,1733.00,9648
1.1990,1733.00,9648
1.2020,1733.00,9632
1.2060,1733.00,9680
1.2100,1733.00,9680
1.2140,1733.00,9680
1.2180,1733.00,9648
1.2220,1733.00,9632
1.2250,1733.00,9664
1.2290,1733.00,9648
1.2330,1733.00,9680
1.2370,1733.00,9712
1.2410,1733.00,9664
1.2450,1733.00,9648
1.2480,1733.00,9632
1.2520,1733.00,9664
1.2560,1733.00,9680
1.2600,1733.00,9664
1.2640,1733.00,9648
1.2680,1733.00,9648
1.2710,1733.00,9648
1.2750,1733.00,9648
1.2790,1733.00,9664
1.2830,1733.00,9696
1.2870,1733.00,9680
1.2910,1733.00,9664
1.2940,1733.00,9648
1.2980,1733.00,9664
1.3020,1733.00,9648
1.3060,1733.00,9680
1.3100,1733.00,9680
1.3140,1733.00,9664
1.3170,1733.00,9648
1.3210,1733.00,9632
1.3250,1733.00,9664
1.3290,1733.00,9680
1.3330,1733.00,9664
1.3370,1733.00,9664
1.3400,1733.00,9648
1.3440,1733.00,9664
1.3480,1733.00,9632
1.3520,1733.00,9680
1.3560,1733.00,9696
1.3600,1733.00,9680
1.3630,1733.00,9648
1.3670,1733.00,9648
1.3710,1733.00,9664
1.3750,1733.00,9616
1.3790,1733.00,9680
1.3830,1733.00,9648
1.3860,1733.00,9664
1.3900,1733.00,9648
1.3940,1733.00,9632
1.3980,1733.00,9664
1.4020,1733.00,9680
1.4060,1733.00,9680
1.4090,1733.00,9664
1.4130,1733.00,9648
1.4170,1733.00,9664
1.4210,1733.00,9648
1.4250,1733.00,9680
1.4290,1733.00,9680
1.4320,1733.00,9664
1.4360,1733.00,9648
1.4400,1733.00,9632
1.4440,1733.00,9664
1.4480,1733.00,9680
1.4510,1733.00,9664
1.4550,1733.00,9664
1.4590,1733.00,9648
1.4630,1733.00,9616
1.4670,1733.00,9648
1.4710,1733.00,9680
1.4740,1733.00,9696
1.4780,1733.00,9664
1.4820,1733.00,9664
1.4860,1733.00,9648
1.4900,1733.00,9664
